strain,name,accession,date,region,location,authors,sample_type,reads_or_assemblies
UW102B,SS14,ERS1884607,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW104B,SS14,ERS1884521,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW116B,SS14,ERS1884567,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW125B,SS14,ERS1884612,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW126B,SS14,ERS1884624,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW133B,SS14,ERS1884601,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW134B,SS14,ERS1884507,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW138B,SS14,ERS1884616,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW140B,SS14,ERS1884597,2002-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW147B,SS14,ERS1884615,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW148B,SS14,ERS1884619,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW149B,SS14,ERS1884519,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW155B,SS14,ERS1884511,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW181B,SS14,ERS1884618,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW186B,SS14,ERS1884598,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW187B,SS14,ERS1884605,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW195B,SS14,ERS1884514,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW211B,SS14,ERS1884629,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW213B,SS14,ERS1884621,2003-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW215B,SS14,ERS1884631,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW228B,SS14,ERS1884606,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW231B,SS14,ERS1884627,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW244B,SS14,ERS1884505,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW248B,SS14,ERS1884586,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW254B,SS14,ERS1884603,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW254C,SS14,ERS1884626,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW257B,SS14,ERS1884593,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW259B,SS14,ERS1884506,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW262B,SS14,ERS1884572,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW264B,SS14,ERS1884518,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW280B,SS14,ERS1884512,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW281B,SS14,ERS1884628,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW291B,SS14,ERS1884580,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW298B,SS14,ERS1884552,2004-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW303B,SS14,ERS1884520,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW304B,SS14,ERS1884515,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW327B,SS14,ERS1884516,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW330B,SS14,ERS1884613,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW337B,SS14,ERS1884573,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW344B,SS14,ERS1884602,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW368B,SS14,ERS1884609,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW370B,SS14,ERS1884557,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW376B,SS14,ERS1884585,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW379B,SS14,ERS1884623,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW383B,SS14,ERS1884625,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW391B,SS14,ERS1884576,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW391C,SS14,ERS1884591,2005-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW397B,SS14,ERS1884592,2006-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW411B,SS14,ERS1884604,2006-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW473B,SS14,ERS1884596,2006-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW492B,SS14,ERS1884636,2006-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW526B,SS14,ERS1884508,2007-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW823B,SS14,ERS1884588,2011-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW824B,SS14,ERS1884558,2011-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
UW852B,SS14,ERS1884620,2011-XX-XX,NAmerica,usa,Beale_2019,low_rabbit_passage,reads
NL09,SS14,ERS1724923,2016-XX-XX,Europe,uk,Beale_2019,Clinical_Swab,reads
NL10,SS14,ERS1724924,2016-XX-XX,Europe,uk,Beale_2019,Clinical_Swab,reads
NL11,SS14,ERS1724925,2016-XX-XX,Europe,uk,Beale_2019,Clinical_Swab,reads
NL13,SS14,ERS1724927,2016-XX-XX,Europe,uk,Beale_2019,Clinical_Swab,reads
NL16,SS14,ERS1724930,2016-XX-XX,Europe,uk,Beale_2019,Clinical_Swab,reads
